name,CIK,location_untrusted_source,name_worker_1,name_worker_2,worker_agreement_exact,worker agreement,domain_worker_1,domain_worker_2,website_domain,worker_agreement_exact,worker agreement,city_worker_1,city_worker_2,city,worker_agreement_exact,worker agreement,province_worker_1,province_worker_2,province,worker_agreement_exact,worker agreement,country_worker_1,country_worker_2,country,worker_agreement_exact,worker agreement,employees_worker_1,employees_worker_2,employees_worker_2_integer,employees,worker_agreement_exact,worker agreement,worker_agreement_approximate,serial_number_worker_1,serial_number_worker_2,serial_number,worker_agreement_exact,worker agreement,source_worker_1,matching_year,matching_cik,source_worker_2,matching_year,matching_cik,worker_agreement_exact,worker agreement,source,source_serial_number,confidence
AMERICAN ELECTRIC POWER CO INC.,4904,"Columbus, Ohio",AMERICAN ELECTRIC POWER CO INC.,AMERICAN ELECTRIC POWER CO INC.,0,1,aep.com,AEP.com,aep.com,0,1,Columbus,Columbus,Columbus,1,1,Ohio,Ohio,Ohio,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,16974,16974,10000,0,0,0,13-4922640,13-4922640,13-4922640,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/4904/000000490423000011/aep-20221231.htm,76,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/4904/000000490423000011/aep-20221231.htm,76,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/4904/000000490423000011/aep-20221231.htm,,0.9
American Express Company,4962,"New York City, New York",American Express Company,American Express Company,1,1,americanexpress.com,americanexpress.com,americanexpress.com,1,1,New York,New York,New York,1,1,New York,New York,New York,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,77300,77300,77300,10000,0,1,1,13-4922250,13-4922250,13-4922250,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/4962/000000496223000006/axp-20221231.htm,76,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/4962/000000496223000006/axp-20221231.htm,76,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/4962/000000496223000006/axp-20221231.htm,,0.9
"American International Group, Inc.",5272,"New York City, New York","American International Group, Inc.","American International Group, Inc.",1,1,aig.com,aig.com,aig.com,1,1,New York,New York,New York,1,1,New York,New York,New York,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,26200,26200,26200,10000,0,1,1,13-2592361,13-2592361,13-2592361,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000005272/000000527223000007/aig-20221231.htm,82,55,https://www.sec.gov/ix?doc=/Archives/edgar/data/5272/000000527223000007/aig-20221231.htm,76,49,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/5272/000000527223000007/aig-20221231.htm,,0.9
American Tower Corporation,1053507,"Boston, Massachusetts",American Tower Corporation,American Tower Corporation,0,1,americantower.com,americantower.com,americantower.com,1,1,Boston,Boston,Boston,1,1,Massachusetts,Massachusetts,Massachusetts,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,6391,6391,6391,1000,0,1,1,65-0723837,65-0723837,65-0723837,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1053507/000105350723000023/amt-20221231.htm#if9379378c54a489f8821ca02423d41de_19,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1053507/000105350723000023/amt-20221231.htm,79,49,0,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/1053507/000105350723000023/amt-20221231.htm,,0.9
"AMERICAN WATER WORKS COMPANY, INC.",1410636,"Camden, New Jersey","AMERICAN WATER WORKS COMPANY, INC.","AMERICAN WATER WORKS COMPANY, INC.",1,1,amwater.com,amwater.com,amwater.com,1,1,Camden,Camden,Camden,1,1,New Jersey,New Jersey,New Jersey,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,,0,,1,0,0,51-0063696,51-0063696,51-0063696,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1410636/000141063623000020/awk-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1410636/000141063623000020/awk-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1410636/000141063623000020/awk-20221231.htm,,0.9
"AMERIPRISE FINANCIAL, INC.",820027,"Minneapolis, Minnesota","AMERIPRISE FINANCIAL, INC.","AMERIPRISE FINANCIAL, INC.",1,1,ameriprise.com,ameriprise.com,ameriprise.com,1,1,Minneapolis,Minneapolis,Minneapolis,1,1,Minnesota,Minnesota,Minnesota,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,13500,13500,13500,10000,0,1,1,13-3180631,13-3180631,13-3180631,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/820027/000082002723000014/amp-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/820027/000082002723000014/amp-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/820027/000082002723000014/amp-20221231.htm,,0.9
AMERISOURCEBERGEN CORPORATION,1140859,"Conshohocken, Pennsylvania",AMERISOURCEBERGEN CORPORATION,AMERISOURCEBERGEN CORPORATION,1,1,amerisourcebergen.com,amerisourcebergen.com,amerisourcebergen.com,1,1,Conshohocken,,,0,0,Pennsylvania,Pennsylvania,Pennsylvania,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,44000,44000,44000,10000,0,1,1,23-3079390,23-3079390,23-3079390,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001140859/000114085922000098/abc-20220930.htm,82,52,https://www.sec.gov/ix?doc=/Archives/edgar/data/1140859/000114085922000098/abc-20220930.htm,79,49,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1140859/000114085922000098/abc-20220930.htm,,0.9
"AMETEK, Inc.",1037868,"Berwyn, Pennsylvania","AMETEK, Inc.","AMETEK, Inc.",0,1,ametek.com,ametek.com,ametek.com,1,1,Berwyn,Berwyn,Berwyn,1,1,Pennsylvania,Pennsylvania,Pennsylvania,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,19600,11700,11700,10000,0,0,1,14-1682544,14-1682544,14-1682544,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1037868/000103786823000012/ame-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1037868/000103786823000012/ame-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1037868/000103786823000012/ame-20221231.htm,,0.9
Amgen Inc.,318154,"Thousand Oaks, California",Amgen Inc.,Amgen Inc.,0,1,amgen.com,amgen.com,amgen.com,1,1,Thousand Oaks,Thousand Oaks,Thousand Oaks,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,25200,25200,25200,10000,0,1,1,95-3540776,95-3540776,95-3540776,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/318154/000031815423000017/amgn-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/318154/000031815423000017/amgn-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/318154/000031815423000017/amgn-20221231.htm,,0.9
AMPHENOL CORPORATION,820313,"Wallingford, Connecticut",AMPHENOL CORPORATION,AMPHENOL CORPORATION,1,1,amphenol.com,amphenol.com,amphenol.com,1,1,Wallingford,Wallingford,Wallingford,1,1,Connecticut,Connecticut,Connecticut,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,91000,91000,91000,10000,0,1,1,22-2785165,22-2785165,22-2785165,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/820313/000155837023001036/aph-20221231x10k.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/820313/000155837023001036/aph-20221231x10k.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/820313/000155837023001036/aph-20221231x10k.htm,,0.9
"Analog Devices, Inc.",6281,"Wilmington, Massachusetts","Analog Devices, Inc.","Analog Devices, Inc.",1,1,analog.com,analog.com,analog.com,1,1,Wilmington,Wilmington,Wilmington,1,1,Massachusetts,Massachusetts,Massachusetts,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,24500,24450,24450,10000,0,0,1,04-2348234,04-2348234,04-2348234,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/6281/000000628122000250/adi-20221029.htm,76,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/6281/000000628122000250/adi-20221029.htm,76,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/6281/000000628122000250/adi-20221029.htm,,0.9
"ANSYS, Inc.",1013462,"Canonsburg, Pennsylvania","ANSYS, Inc.","ANSYS, Inc.",1,1,ansys.com,ansys.com,ansys.com,1,1,Canonsburg,,Canonsburg,0,0,Pennsylvania,Pennsylvania,Pennsylvania,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,5600,5600,5600,1000,0,1,1,04-3219960,04-3219960,04-3219960,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1013462/000101346223000013/anss-20221231.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1013462/000101346223000013/anss-20221231.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1013462/000101346223000013/anss-20221231.htm,,0.9
Aon plc,315293,"London, UK",Aon plc,Aon plc,1,1,aon.com,aon.com,aon.com,1,1,Dublin,London,Dublin,0,0,,London,,0,0,Ireland,Ireland,Ireland,0,1,50000,50000,50000,10000,0,1,1,98-1539969,98-1539969,604607,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000315293/000162828023004087/aon-20221231.htm,82,53,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000315293/000162828023004087/aon-20221231.htm,82,53,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000315293/000162828023004087/aon-20221231.htm,https://core.cro.ie/e-commerce/company/search/637216,0.9
APA CORPORATION,1841666,"Houston, Texas",APA CORPORATION,APA CORPORATION,1,1,apacorp.com,apacorp.com,apacorp.com,1,1,Houston,Houston,Houston,1,1,Texas,Texas,Texas,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,2273,2273,1000,0,0,0,86-1430562,86-1430562,86-1430562,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1841666/000178403123000007/apa-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1841666/000178403123000007/apa-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1841666/000178403123000007/apa-20221231.htm,,0.9
Apple Inc.,320193,"Cupertino, California",Apple Inc.,Apple Inc.,1,1,apple.com,apple.com,apple.com,1,1,Cupertino,Cupertino,Cupertino,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,164000,164000,164000,100000,0,1,0,94-2404110,94-2404110,94-2404110,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/320193/000032019322000108/aapl-20220924.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/320193/000032019322000108/aapl-20220924.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/320193/000032019322000108/aapl-20220924.htm,,0.9
"Applied Materials, Inc.",6951,"Santa Clara, California","Applied Materials, Inc.","Applied Materials, Inc.",1,1,appliedmaterials.com,appliedmaterials.com,appliedmaterials.com,1,1,Santa Clara,Santa Clara,Santa Clara,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,33000,33000,33000,10000,0,1,1,94-1655526,94-1655526,94-1655526,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/6951/000000695122000043/amat-20221030.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/6951/000000695122000043/amat-20221030.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/6951/000000695122000043/amat-20221030.htm,,0.9
APTIV PLC,1521332,"Dublin, Ireland",APTIV PLC,APTIV PLC,1,1,aptiv.com,aptiv.com,aptiv.com,1,1,Dublin,Dublin,St. Helier,1,1,,Ireland,,0,0,Ireland,Ireland,Jersey,1,1,202000,160000,160000,100000,0,0,0,98-1029562,98-1029562,108188,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1521332/000152133223000013/aptv-20221231.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1521332/000152133223000013/aptv-20221231.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1521332/000152133223000013/aptv-20221231.htm,https://www.jerseyfsc.org/registry/registry-entities/entity/292495,0.9
ARCH CAPITAL GROUP LTD.,947484,"Hamilton, Bermuda",ARCH CAPITAL GROUP LTD.,ARCH CAPITAL GROUP LTD.,1,1,archgroup.com,archgroup.com,archgroup.com,1,1,Hamilton,Hamilton,Hamilton,1,1,Bermuda,,,0,0,United States of America (the),United States of America (the),Bermuda,1,1,,5800,5800,1000,0,0,0,98-0374481,98-0374481,29407,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/947484/000094748423000015/acgl-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/947484/000094748423000015/acgl-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/947484/000094748423000015/acgl-20221231.htm,https://www.registrarofcompanies.gov.bm/bmroc-capr/viewInstance/view.html?id=17ebe370d468cb9218a82eab7df8d9d95eb4f496fa69200a&_timestamp=1408607397300681,0.9
"ARISTA NETWORKS, INC.",1596532,"Santa Clara, California","ARISTA NETWORKS, INC.","ARISTA NETWORKS, INC.",1,1,arista.com,arista.com,arista.com,1,1,Santa Clara,Santa Clara,Santa Clara,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,3612,3612,3612,1000,0,1,1,20-1751121,20-1751121,20-1751121,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001596532/000159653223000016/anet-20221231.htm,83,52,https://www.sec.gov/ix?doc=/Archives/edgar/data/1596532/000159653223000016/anet-20221231.htm,80,49,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1596532/000159653223000016/anet-20221231.htm,,0.9
ARTHUR J. GALLAGHER & CO.,354190,"Rolling Meadows, Illinois",ARTHUR J. GALLAGHER & CO.,ARTHUR J. GALLAGHER & CO.,1,1,ajg.com,ajg.com,ajg.com,1,1,Rolling Meadows,Rolling Meadows,Rolling Meadows,1,1,Illinois,Illinois,Illinois,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,44000,44000,44000,10000,0,1,1,36-2151613,36-2151613,36-2151613,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/354190/000095017023002456/ajg-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/354190/000095017023002456/ajg-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/354190/000095017023002456/ajg-20221231.htm,,0.9
"Assurant, Inc.",1267238,"New York City, New York","Assurant, Inc.","Assurant, Inc.",1,1,assurant.com,assurant.com,assurant.com,1,1,Atlanta,New York City,New York City,0,0,Georgia,New York,New York,0,0,United States of America (the),United States of America (the),United States of America (the),1,1,,13700,13700,10000,0,0,0,39-1126612,39-1126612,39-1126612,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1267238/000126723823000007/aiz-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1267238/000126723823000007/aiz-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1267238/000126723823000007/aiz-20221231.htm,,0.9
AT&T INC.,732717,"Dallas, Texas",AT&T INC.,AT&T INC.,1,1,att.com,att.com,att.com,1,1,Dallas,Dallas,Dallas,1,1,Texas,Texas,Texas,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,160700,160700,100000,0,0,0,43-1301883,43-1301883,43-1301883,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/732717/000073271723000011/t-20221231.htm,76,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/732717/000073271723000011/t-20221231.htm,76,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/732717/000073271723000011/t-20221231.htm,,0.9
Atmos Energy Corporation,731802,"Dallas, Texas",Atmos Energy Corp,Atmos Energy Corporation,0,0,atmosenergy.com,atmosenergy.com,atmosenergy.com,1,1,Dallas,Dallas,Dallas,1,1,Texas,Texas,Texas,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,4791,4791,4791,1000,0,1,1,75-1743247,75-1743247,75-1743247,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/731802/000073180222000037/ato-20220930.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/731802/000073180222000037/ato-20220930.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/731802/000073180222000037/ato-20220930.htm,,0.9
"AUTODESK, INC.",769397,"San Francisco, California","AUTODESK, INC.","AUTODESK, INC.",1,1,autodesk.com,autodesk.com,autodesk.com,1,1,San Francisco,San Francisco,San Francisco,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,12600,12600,12600,10000,0,1,1,94-2819853,94-2819853,94-2819853,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000769397/000076939722000019/adsk-20220131.htm,83,53,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000769397/000076939722000019/adsk-20220131.htm,83,53,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000769397/000076939722000019/adsk-20220131.htm,,0.9
"AUTOZONE, INC.",866787,"Memphis, Tennessee","AUTOZONE, INC","AUTOZONE, INC.",0,0,autozone.com,autozone.com,autozone.com,1,1,Memphis,Memphis,Memphis,1,1,Tennessee,Tennessee,Tennessee,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,112000,112000,112000,100000,0,1,0,62-1482048,62-1482048,62-1482048,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/866787/000155837022015239/azo-20220827x10k.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/866787/000155837022015239/azo-20220827x10k.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/866787/000155837022015239/azo-20220827x10k.htm,,0.9
"AVALONBAY COMMUNITIES, INC.",915912,"Arlington, Virginia","AVALONBAY COMMUNITIES, INC.","AVALONBAY COMMUNITIES, INC.",1,1,avaloncommunities.com,avalonbay.com>avaloncommunities.com,avaloncommunities.com,0,0,Arlington,Arlington,Arlington,1,1,Virginia,Virginia,Virginia,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,2947,2947,1000,0,0,0,77-0404318,77-0404318,77-0404318,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/915912/000091591223000004/avb-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/915912/000091591223000004/avb-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/915912/000091591223000004/avb-20221231.htm,,0.9
AVERY DENNISON CORPORATION,8818,"Glendale, California",AVERY DENNISON CORPORATION,AVERY DENNISON CORPORATION,1,1,averydennison.com,averydennison.com,averydennison.com,1,1,Mentor,Glendale,Glendale,0,0,Ohio,California,California,0,0,United States of America (the),United States of America (the),United States of America (the),1,1,36000,36000,36000,10000,0,1,1,95-1492269,95-1492269,95-1492269,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/8818/000000881823000002/avy-20221231.htm,76,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/8818/000000881823000002/avy-20221231.htm,76,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/8818/000000881823000002/avy-20221231.htm,,0.9
"Axon Enterprise, Inc.",1069183,"Scottsdale, Arizona","Axon Enterprise, Inc.","Axon Enterprise, Inc.",1,1,axon.com,Axon.com,axon.com,0,1,Scottsdale,Scottsdale,Scottsdale,1,1,Arizona,Arizona,Arizona,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,3734,2821,2821,1000,0,0,1,86-0741227,86-0741227,86-0741227,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1069183/000155837023002413/axon-20221231x10k.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1069183/000155837023002413/axon-20221231x10k.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1069183/000155837023002413/axon-20221231x10k.htm,,0.9
Baker Hughes Company,1701605,"Houston, Texas",Baker Hughes Company,Baker Hughes Company,1,1,bakerhughes.com,bakerhughes.com,bakerhughes.com,1,1,Houston,Houston,Houston,1,1,Texas,Texas,Texas,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,55000,55000,55000,10000,0,1,1,81-4403168,81-4403168,81-4403168,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1701605/000170160523000044/bkr-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1701605/000170160523000044/bkr-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1701605/000170160523000044/bkr-20221231.htm,,0.9
Ball Corporation,9389,"Broomfield, Colorado",Ball Corporation,Ball Corporation,1,1,ball.com,ball.com,ball.com,1,1,Westminster,Broomfield,Broomfield,0,0,Colorado,Colorado,Colorado,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,21000,21000,21000,10000,0,1,1,35-0160610,35-0160610,35-0160610,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/9389/000000938923000011/bll-20221231x10k.htm,76,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/9389/000000938923000011/bll-20221231x10k.htm,76,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/9389/000000938923000011/bll-20221231x10k.htm,,0.9
Bank of America Corporation,70858,"Charlotte, North Carolina",Bank of America Corporation,Bank of America Corporation,1,1,bankofamerica.com,bankofamerica.com,bankofamerica.com,1,1,Charlotte,Charlotte,Charlotte,1,1,North Carolina,North Carolina,North Carolina,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,217000,217000,217000,100000,0,1,0,56-0906609,56-0906609,56-0906609,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/70858/000007085823000092/bac-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000070858/000007085823000092/bac-20221231.htm,82,54,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000070858/000007085823000092/bac-20221231.htm,,0.9
"BATH & BODY WORKS, INC.",701985,"Columbus, Ohio","BATH & BODY WORKS, INC.","BATH & BODY WORKS, INC.",1,1,bathandbodyworks.com,bbwinc.com,bbwinc.com,0,0,Columbus,Columbus,Columbus,1,1,Ohio,Ohio,Ohio,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,56900,56900,10000,0,0,0,31-1029810,31-1029810,31-1029810,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000701985/000070198522000009/bbwi-20220129.htm,83,53,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000701985/000070198522000009/bbwi-20220129.htm,83,53,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000701985/000070198522000009/bbwi-20220129.htm,,0.9
Baxter International Inc.,10456,"Deerfield, Illinois",Baxter International Inc.,Baxter International Inc.,1,1,baxter.com,baxter.com,baxter.com,1,1,Deerfield,Deerfield,Deerfield,1,1,Illinois,Illinois,Illinois,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,60000,19000,19000,10000,0,0,1,36-0781620,36-0781620,36-0781620,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/10456/000162828023002864/bax-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/10456/000162828023002864/bax-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/10456/000162828023002864/bax-20221231.htm,,0.9
"BECTON, DICKINSON AND COMPANY",10795,"Franklin Lakes, New Jersey","BECTON, DICKINSON AND COMPANY","BECTON, DICKINSON AND COMPANY",1,1,,bd.com,bd.com,0,0,Franklin Lakes,,,0,0,New Jersey,New Jersey,New Jersey,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,77000,77000,10000,0,0,0,22-0760120,22-0760120,22-0760120,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/10795/000162828022030686/bdx-20220930.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/10795/000162828022030686/bdx-20220930.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/10795/000162828022030686/bdx-20220930.htm,,0.9
W. R. BERKLEY CORPORATION,11544,"Greenwich, Connecticut",W. R. BERKLEY CORPORATION,W. R. BERKLEY CORPORATION,1,1,berkley.com,berkley.com,berkley.com,1,1,Greenwich,,,0,0,Connecticut,Connecticut,Connecticut,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,8186,8049,8049,1000,0,0,1,22-1867895,22-1867895,22-1867895,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/11544/000001154423000004/wrb-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/11544/000001154423000004/wrb-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/11544/000001154423000004/wrb-20221231.htm,,0.9
BERKSHIRE HATHAWAY INC.,1067983,"Omaha, Nebraska",BERKSHIRE HATHAWAY INC.,BERKSHIRE HATHAWAY INC.,1,1,,berkshirehathaway.com,berkshirehathaway.com,0,0,Omaha,Omaha,Omaha,1,1,Nebraska,Nebraska,Nebraska,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,383000,383000,383000,100000,0,1,0,47-0813844,47-0813844,47-0813844,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1067983/000095017023004451/brka-20221231.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001067983/000095017023004451/brka-20221231.htm,83,52,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001067983/000095017023004451/brka-20221231.htm,,0.9
